ID,Investimento Fundos_cambiais,Investimento Fundos_commodities,Investimento LCI,Investimento LCA,Investimento Poupanca,Investimento Fundos Multimercado,Investimento Tesouro Direto
97162.000,"F","F","F","F","F","F","F"
86238.000,"F","F","F","F","F","F","F"
13540.000,"F","F","F","F","T","F","F"
66539.000,"T","F","T","F","F","T","F"
17873.000,"T","F","F","T","T","F","F"
86963.000,"T","T","T","T","T","T","T"
21691.000,"T","T","T","T","T","T","T"
39421.000,"F","F","T","F","F","F","F"
85650.000,"F","F","F","F","F","F","F"
66458.000,"F","F","F","T","F","F","T"
76867.000,"F","F","T","F","F","F","F"
95855.000,"F","F","F","F","T","F","F"
82267.000,"F","F","F","T","F","T","T"
50038.000,"F","F","F","F","F","F","F"
56755.000,"T","T","T","T","T","F","F"
83841.000,"F","F","T","F","F","T","T"
24239.000,"F","F","F","F","T","F","F"
49893.000,"F","F","F","F","T","F","F"
28179.000,"F","F","T","F","F","F","F"
60219.000,"T","F","F","F","F","F","F"
48404.000,"F","F","F","F","T","F","F"
11086.000,"T","F","F","F","T","F","F"
22725.000,"F","T","F","F","T","F","T"
39584.000,"F","F","F","F","F","T","T"
76714.000,"F","F","F","F","F","F","F"
81478.000,"F","F","F","T","F","F","F"
15678.000,"F","F","F","T","F","F","F"
99994.000,"F","F","F","F","F","F","F"
76613.000,"F","T","F","F","T","F","F"
65507.000,"T","F","F","F","F","T","F"
79166.000,"T","T","T","T","T","F","F"
53297.000,"F","F","F","F","F","T","F"
18325.000,"T","F","T","F","F","F","F"
77433.000,"T","T","T","F","F","F","T"
29584.000,"F","F","F","T","F","F","F"
96038.000,"F","F","F","F","F","F","F"
1584.000,"F","F","F","T","T","T","F"
6084.000,"T","F","F","F","T","F","T"
90064.000,"F","F","F","F","F","F","F"
44865.000,"F","F","F","F","F","F","F"
72772.000,"T","F","F","T","F","F","F"
40074.000,"T","F","F","F","F","F","F"
79087.000,"F","F","T","F","T","F","T"
100644.000,"F","F","F","F","T","T","F"
33829.000,"F","F","F","F","F","F","F"
46143.000,"F","F","F","F","F","F","T"
37988.000,"F","T","F","F","F","T","F"
5899.000,"T","T","T","T","T","T","T"
60418.000,"F","F","F","F","F","F","F"
48293.000,"T","T","T","T","T","T","T"
74112.000,"T","T","T","T","T","F","T"
68232.000,"F","T","F","F","T","F","F"
85539.000,"F","F","F","T","T","F","F"
3986.000,"F","T","F","F","T","F","F"
36291.000,"T","F","T","F","F","T","F"
96982.000,"F","F","T","T","T","F","F"
56339.000,"T","T","T","T","T","T","T"
91000.000,"F","T","F","F","F","F","T"
48064.000,"T","T","T","F","F","T","F"
78395.000,"T","T","T","T","T","T","T"
97101.000,"F","F","F","F","F","F","F"
66701.000,"F","T","F","F","F","T","F"
81351.000,"T","F","F","F","F","F","T"
64947.000,"F","F","F","F","F","T","F"
61820.000,"F","F","F","F","F","F","F"
69690.000,"T","F","F","F","F","F","F"
27833.000,"F","F","F","F","F","F","T"
96527.000,"F","T","F","F","F","F","F"
20892.000,"T","T","T","T","T","T","T"
12430.000,"F","F","F","F","F","F","F"
62380.000,"T","T","T","T","T","T","T"
7652.000,"T","F","F","F","F","F","F"
13560.000,"T","T","T","F","T","F","F"
16561.000,"T","T","T","T","T","T","T"
97361.000,"T","F","F","F","T","F","F"
88229.000,"T","T","F","F","F","T","T"
48604.000,"T","T","T","T","T","F","T"
83852.000,"F","F","F","F","T","F","T"
27545.000,"T","T","T","T","T","T","T"
49799.000,"F","T","F","F","F","F","F"
73880.000,"F","T","T","F","F","F","T"
72456.000,"T","T","T","T","T","T","T"
78761.000,"T","T","T","F","T","F","F"
1210.000,"F","F","F","F","T","F","F"
88269.000,"F","T","T","T","F","T","F"
8320.000,"T","T","T","T","T","T","T"
10788.000,"F","F","T","F","F","F","F"
9783.000,"F","T","F","F","F","F","F"
72017.000,"F","T","F","F","T","F","T"
83442.000,"F","F","F","F","T","F","F"
21043.000,"F","F","F","F","F","F","F"
59890.000,"F","F","F","F","T","F","F"
95833.000,"F","F","F","F","F","F","F"
42381.000,"T","T","F","T","F","F","F"
26840.000,"F","F","F","F","F","F","F"
49286.000,"T","T","T","T","T","F","T"
99815.000,"F","T","F","F","T","F","F"
76075.000,"F","F","T","F","F","T","F"
58276.000,"F","F","F","F","F","F","F"
12368.000,"F","F","F","F","F","F","T"
38109.000,"T","F","F","F","F","T","F"
75056.000,"T","T","T","T","T","T","T"
37076.000,"F","F","F","F","F","F","F"
72980.000,"T","F","F","F","F","F","F"
43929.000,"T","T","F","F","F","F","T"
79838.000,"T","T","T","T","T","F","F"
72653.000,"T","F","F","F","F","F","F"
95574.000,"T","T","T","F","T","F","T"
11107.000,"F","F","F","F","T","F","F"
6601.000,"F","F","F","F","F","F","F"
5497.000,"T","T","F","T","F","T","F"
4657.000,"T","T","T","T","T","T","T"
90438.000,"T","F","F","F","F","F","F"
44266.000,"F","F","F","T","T","F","T"
92330.000,"F","F","F","F","T","F","T"
98425.000,"F","F","F","F","F","F","F"
80211.000,"T","F","F","F","T","T","F"
49543.000,"T","F","F","F","F","F","F"
29501.000,"T","F","F","T","T","F","F"
94238.000,"F","F","F","F","F","F","F"
93427.000,"F","F","F","F","F","F","T"
41787.000,"T","T","T","F","F","T","T"
41787.000,"T","T","T","F","F","T","T"
47358.000,"T","F","T","F","F","F","F"
70122.000,"F","F","F","F","T","T","F"
93225.000,"F","T","F","F","F","T","F"
56220.000,"T","F","F","F","F","F","F"
95537.000,"F","F","F","T","F","F","F"
11147.000,"F","F","F","F","F","F","F"
95610.000,"F","F","F","F","T","T","T"
36632.000,"T","F","F","F","T","F","T"
12147.000,"F","T","F","F","T","F","F"
45954.000,"T","T","T","T","T","T","T"
56972.000,"T","T","T","F","F","F","T"
70668.000,"F","F","F","F","T","F","F"
12662.000,"F","F","F","T","F","F","F"
5642.000,"F","F","F","F","F","F","F"
70299.000,"F","F","F","F","F","T","F"
55665.000,"F","F","T","T","F","T","F"
32127.000,"T","F","F","F","F","F","T"
97317.000,"T","F","F","F","F","F","F"
10862.000,"F","T","T","F","F","F","F"
34938.000,"F","F","F","F","F","T","F"
83113.000,"F","F","F","T","T","F","T"
26220.000,"F","T","F","F","F","F","T"
20865.000,"T","T","T","F","F","F","F"
99940.000,"F","F","F","F","F","F","F"
81882.000,"T","T","T","T","T","T","T"
81607.000,"F","F","F","T","F","T","T"
23976.000,"F","F","T","T","T","F","F"
51414.000,"F","F","F","F","F","F","F"
5856.000,"F","F","F","F","F","F","F"
57906.000,"F","F","F","F","F","F","F"
23747.000,"F","F","F","F","F","F","F"
87971.000,"F","F","F","F","T","F","T"
60518.000,"T","T","T","T","F","T","T"
63718.000,"F","F","F","F","F","T","F"
19420.000,"F","F","F","T","F","F","F"
88459.000,"F","F","F","F","F","T","F"
12325.000,"F","F","F","F","F","F","F"
31368.000,"F","F","F","F","T","F","F"
17743.000,"F","F","T","T","F","F","F"
45649.000,"F","F","F","F","F","T","T"
18273.000,"T","T","T","F","F","F","F"
92674.000,"T","F","F","F","T","F","T"
62238.000,"T","T","T","T","T","T","F"
84144.000,"T","T","T","F","T","T","T"
100810.000,"F","F","F","F","T","F","F"
100810.000,"F","F","F","F","T","F","F"
41086.000,"F","F","F","T","T","F","F"
4024.000,"F","T","F","F","F","T","F"
46041.000,"F","F","T","F","F","F","T"
68708.000,"F","T","F","F","F","T","F"
9937.000,"F","F","F","T","T","F","T"
31269.000,"F","F","F","F","F","F","F"
50772.000,"T","F","F","F","T","F","F"
63945.000,"T","T","T","F","T","F","T"
31610.000,"F","F","F","F","T","F","F"
75525.000,"T","F","T","T","F","F","F"
75401.000,"F","F","F","F","T","F","F"
14483.000,"F","F","F","F","T","F","T"
23578.000,"F","F","F","F","F","F","F"
100497.000,"T","T","T","T","T","T","F"
80744.000,"F","F","F","F","F","F","F"
57909.000,"T","T","T","F","F","F","T"
28013.000,"T","T","T","F","F","F","F"
98781.000,"F","F","F","F","F","F","F"
43523.000,"F","F","F","F","F","T","F"
94664.000,"F","T","F","F","F","T","T"
86319.000,"F","F","F","F","T","F","T"
21097.000,"F","F","F","F","T","F","F"
98446.000,"F","F","F","F","F","F","F"
21773.000,"F","F","F","F","F","F","F"
82363.000,"F","F","T","T","T","T","F"
29158.000,"F","F","F","T","F","F","F"
80274.000,"T","T","T","T","T","T","T"
95650.000,"T","T","T","T","T","T","T"
12351.000,"F","F","F","T","T","F","T"
88012.000,"F","F","F","F","T","F","T"
62255.000,"F","F","F","T","T","F","F"
6163.000,"F","F","F","F","F","T","F"
37424.000,"F","T","F","F","F","F","T"
58339.000,"F","F","F","F","T","T","F"
95605.000,"T","T","T","T","T","F","F"
61852.000,"T","F","T","F","F","F","T"
34937.000,"F","F","T","F","F","F","F"
66214.000,"F","F","F","F","F","F","F"
91866.000,"F","F","F","F","F","F","T"
86551.000,"F","F","F","F","T","F","F"
62544.000,"F","F","F","F","T","T","T"
57500.000,"T","T","T","T","T","T","T"
50379.000,"T","T","T","F","F","F","F"
73322.000,"T","F","F","F","F","F","F"
47115.000,"F","F","T","F","T","T","T"
14593.000,"F","F","F","F","F","F","F"
82190.000,"T","F","F","F","F","T","F"
48833.000,"F","F","F","F","F","F","F"
78838.000,"T","T","T","T","T","T","T"
84253.000,"F","T","F","F","F","T","F"
89790.000,"T","F","F","T","F","F","F"
90831.000,"F","F","T","F","T","F","F"
87545.000,"F","T","F","F","F","T","T"
65091.000,"T","T","T","T","T","F","F"
68927.000,"F","F","F","T","F","F","F"
98565.000,"F","F","F","F","F","T","F"
63020.000,"T","F","F","F","T","F","F"
37062.000,"F","F","F","F","T","T","F"
43971.000,"F","F","F","F","F","F","F"
31715.000,"T","T","T","F","F","F","T"
99523.000,"F","F","F","F","F","F","F"
82202.000,"T","T","F","F","T","T","F"
5778.000,"F","T","F","F","F","T","F"
31770.000,"T","T","F","F","F","F","T"
4103.000,"T","T","T","T","T","T","F"
66936.000,"F","F","F","F","F","F","F"
45546.000,"F","F","F","F","F","F","T"
24771.000,"F","F","F","F","F","F","T"
79168.000,"F","F","F","T","F","F","F"
51981.000,"T","T","T","F","F","T","T"
13121.000,"T","T","F","F","T","T","F"
92537.000,"F","F","F","F","F","F","F"
54968.000,"T","T","T","F","T","F","F"
39253.000,"F","T","F","T","F","F","F"
32597.000,"F","F","F","T","F","F","F"
12587.000,"F","F","T","F","F","T","T"
2533.000,"T","T","F","T","F","F","F"
33732.000,"T","T","T","T","T","T","T"
32831.000,"T","F","F","T","T","F","F"
80604.000,"F","F","F","T","F","F","F"
49855.000,"F","F","F","F","T","F","F"
88768.000,"F","F","F","T","F","F","F"
17593.000,"T","T","T","T","T","T","T"
91786.000,"F","F","F","F","T","F","F"
5441.000,"F","T","T","F","F","F","F"
19366.000,"T","F","F","F","T","F","F"
67704.000,"T","F","F","F","F","F","F"
21831.000,"T","T","T","F","T","F","T"
8930.000,"F","F","F","F","F","F","F"
22314.000,"T","T","T","F","F","F","F"
45486.000,"T","T","T","F","T","F","F"
39039.000,"F","F","T","T","F","F","F"
61152.000,"F","T","F","F","F","F","F"
61919.000,"F","F","F","T","T","T","F"
100682.000,"F","T","F","F","F","F","F"
30148.000,"F","F","T","F","T","T","F"
61061.000,"F","F","T","F","F","T","T"
95754.000,"T","T","T","F","F","F","F"
97674.000,"F","T","T","F","F","T","F"
97886.000,"T","F","F","F","F","T","T"
3720.000,"F","F","F","F","F","F","F"
88136.000,"T","F","F","T","F","F","F"
52368.000,"T","F","T","F","F","T","T"
15018.000,"T","F","F","F","F","F","F"
73336.000,"F","F","F","F","T","T","F"
15049.000,"T","T","F","T","T","T","F"
79744.000,"F","T","T","F","T","F","F"
52267.000,"F","T","F","F","F","F","F"
6744.000,"F","F","F","F","T","F","F"
21138.000,"T","T","T","F","F","F","F"
14391.000,"F","T","F","F","F","T","T"
14391.000,"F","T","F","F","F","T","T"
78137.000,"T","F","F","F","F","F","T"
71547.000,"F","F","F","F","F","T","F"
32577.000,"F","F","F","T","F","F","F"
58260.000,"F","F","F","F","F","F","T"
52589.000,"F","T","F","F","F","F","F"
15037.000,"T","F","F","F","F","F","F"
77146.000,"F","T","F","F","T","F","F"
6474.000,"F","T","F","F","F","F","F"
3090.000,"T","F","F","F","F","F","T"
73976.000,"F","F","F","F","T","F","F"
16949.000,"F","F","F","F","F","T","T"
39517.000,"T","T","T","T","T","T","T"
74308.000,"F","T","F","T","F","F","T"
19273.000,"T","T","T","T","T","T","T"
62770.000,"F","T","F","F","F","F","F"
91436.000,"F","T","T","F","T","F","F"
2685.000,"F","F","T","F","F","T","T"
50763.000,"F","F","F","T","F","F","F"
6123.000,"F","F","F","F","F","F","T"
55401.000,"F","T","F","F","F","F","F"
12962.000,"T","F","F","F","F","F","F"
6322.000,"F","F","F","F","T","F","T"
16212.000,"F","F","F","T","F","T","F"
42112.000,"F","F","F","F","T","F","T"
19124.000,"T","T","T","T","T","F","F"
27244.000,"F","F","F","F","F","F","T"
24654.000,"F","T","F","F","F","F","F"
30705.000,"F","F","F","F","F","F","F"
78817.000,"F","F","F","F","F","F","F"
73090.000,"F","F","F","F","F","F","F"
69521.000,"T","T","T","T","T","F","F"
2266.000,"F","F","F","F","F","F","T"
43304.000,"T","T","T","T","T","F","F"
84369.000,"F","F","F","F","F","F","F"
45998.000,"F","F","F","F","T","T","F"
78884.000,"T","T","T","F","F","F","T"
100819.000,"T","T","T","T","T","T","T"
100819.000,"T","T","T","T","T","T","T"
44258.000,"F","F","F","F","T","T","F"
79208.000,"F","F","F","F","F","F","F"
63499.000,"F","F","T","F","F","F","F"
3737.000,"F","F","F","F","T","F","F"
42627.000,"F","F","F","F","F","F","F"
31761.000,"F","F","T","F","T","F","F"
10832.000,"T","T","T","F","F","T","F"
37602.000,"T","F","F","F","F","F","F"
74813.000,"F","F","F","F","T","F","F"
46068.000,"T","T","T","F","F","F","F"
40574.000,"F","T","T","T","F","T","F"
9922.000,"T","T","T","T","T","T","T"
58679.000,"F","F","F","F","T","F","T"
38621.000,"F","T","F","F","T","F","T"
68598.000,"F","F","F","T","T","F","T"
79243.000,"F","F","F","F","F","F","F"
86149.000,"F","F","F","F","F","F","F"
23026.000,"F","F","F","F","T","F","F"
32675.000,"F","F","T","T","T","F","F"
71967.000,"F","F","T","F","F","F","F"
82629.000,"T","F","F","F","T","F","F"
85629.000,"T","F","T","F","T","F","F"
80169.000,"T","T","T","T","T","T","T"
69095.000,"T","F","T","F","T","F","T"
35326.000,"F","F","F","T","F","F","F"
96688.000,"F","F","F","F","F","F","F"
8197.000,"F","T","T","F","F","F","F"
83146.000,"F","T","F","T","T","F","F"
70573.000,"F","F","T","T","F","F","F"
55781.000,"F","F","F","F","T","F","F"
22617.000,"F","F","F","T","F","F","T"
7028.000,"F","F","F","T","F","F","F"
98582.000,"T","F","F","F","T","F","T"
41161.000,"F","F","F","F","F","T","F"
40818.000,"F","F","F","F","T","F","F"
98018.000,"F","F","F","F","F","F","F"
3123.000,"T","F","F","F","F","T","F"
51832.000,"F","F","F","F","F","F","F"
20674.000,"T","T","T","T","T","T","T"
5878.000,"F","F","F","F","F","F","F"
78746.000,"T","F","F","F","T","F","F"
20512.000,"T","T","T","T","T","F","F"
7112.000,"T","T","T","F","T","F","F"
11894.000,"T","T","F","F","T","F","F"
89809.000,"F","F","F","T","F","F","T"
13541.000,"F","F","F","F","T","F","F"
7337.000,"F","F","T","F","F","F","T"
100758.000,"F","F","F","T","F","F","F"
100758.000,"F","F","F","T","F","F","F"
18081.000,"F","T","F","F","T","F","F"
21128.000,"T","F","F","F","T","F","F"
81957.000,"F","F","T","F","F","F","F"
65674.000,"F","F","T","F","F","F","T"
7889.000,"F","F","F","T","F","F","F"
80623.000,"T","F","T","F","T","F","F"
34979.000,"T","T","T","T","T","T","T"
77684.000,"T","T","T","F","F","F","T"
87197.000,"F","F","F","F","F","F","T"
40584.000,"F","F","F","F","T","F","T"
49587.000,"F","F","T","F","T","F","T"
43454.000,"F","F","F","F","F","F","F"
54179.000,"F","T","F","F","T","F","F"
33543.000,"F","F","F","T","F","F","F"
76934.000,"T","T","T","F","F","F","T"
29450.000,"F","F","F","F","F","F","F"
93487.000,"F","F","F","F","F","F","F"
92945.000,"F","F","F","F","T","F","T"
24870.000,"F","T","F","F","F","F","F"
9008.000,"F","T","F","F","F","F","F"
36594.000,"F","F","F","F","T","F","F"
27758.000,"T","T","T","T","T","F","T"
35685.000,"T","T","F","F","F","F","F"
46659.000,"F","T","T","F","T","T","T"
100962.000,"F","F","F","F","F","T","F"
20585.000,"F","F","T","F","F","T","F"
27582.000,"F","F","F","F","F","F","F"
99836.000,"F","F","F","T","T","F","F"
77801.000,"T","T","T","T","T","F","T"
32871.000,"T","F","F","F","T","F","F"
29735.000,"F","F","F","F","F","F","F"
90321.000,"F","F","F","T","F","T","F"
36611.000,"F","F","F","F","T","F","F"
13846.000,"F","F","F","T","F","T","F"
9647.000,"T","T","T","T","T","F","F"
16953.000,"T","T","T","T","T","T","T"
34587.000,"F","F","F","F","F","F","F"
93137.000,"T","F","T","T","F","F","T"
27541.000,"T","T","T","T","T","F","F"
64024.000,"T","T","T","T","T","F","F"
63572.000,"T","F","F","T","F","T","T"
56900.000,"T","T","T","T","T","F","T"
5269.000,"T","T","T","T","T","F","F"
94203.000,"T","T","T","F","T","F","F"
26853.000,"F","F","T","T","F","F","T"
30748.000,"F","T","F","F","F","F","T"
15141.000,"F","F","F","F","T","T","F"
57074.000,"F","T","F","F","F","F","T"
30065.000,"F","F","F","F","F","F","F"
70896.000,"F","F","F","F","T","F","F"
68716.000,"T","T","T","T","T","F","F"
18705.000,"F","F","F","T","T","F","T"
16207.000,"F","T","F","F","F","T","T"
50133.000,"T","T","T","F","F","F","F"
42562.000,"F","F","F","F","F","F","F"
15804.000,"F","F","F","F","F","F","T"
76888.000,"F","F","F","T","F","F","F"
96943.000,"F","T","T","F","T","T","F"
59632.000,"F","F","T","F","F","F","F"
10977.000,"F","F","T","F","F","F","F"
81156.000,"T","T","T","F","F","F","F"
76621.000,"F","F","F","F","T","F","F"
44810.000,"F","F","F","F","F","F","F"
55996.000,"F","F","F","F","T","T","F"
35881.000,"F","F","F","T","F","F","F"
67175.000,"T","T","T","F","F","T","F"
29225.000,"T","T","T","T","T","F","F"
22584.000,"F","F","F","F","T","T","F"
58958.000,"T","T","T","T","T","T","T"
41644.000,"T","F","F","F","T","F","F"
53703.000,"F","F","F","F","F","F","F"
42546.000,"F","F","F","F","F","T","F"
85950.000,"F","F","F","T","T","F","F"
49708.000,"T","T","T","T","T","T","T"
54483.000,"T","T","T","T","T","T","T"
31014.000,"F","F","F","F","F","T","T"
65336.000,"F","F","F","F","F","F","F"
41511.000,"T","T","T","T","T","F","F"
27028.000,"T","T","T","F","F","F","T"
40056.000,"F","F","F","F","F","T","T"
75308.000,"F","F","F","F","T","F","T"
57447.000,"F","F","F","F","T","T","T"
29685.000,"F","F","F","T","F","F","T"
64740.000,"F","F","F","T","F","F","F"
37721.000,"T","T","T","F","F","F","T"
10804.000,"F","F","F","F","F","F","F"
82682.000,"F","F","F","T","T","F","F"
76630.000,"F","F","T","F","T","F","F"
39429.000,"F","F","F","F","F","F","F"
18873.000,"F","F","F","F","T","F","F"
14944.000,"F","F","F","T","T","F","T"
18981.000,"F","F","F","F","T","F","F"
86914.000,"F","F","F","T","T","F","F"
8486.000,"T","F","F","T","F","F","F"
2353.000,"T","F","F","T","T","F","F"
47516.000,"F","F","F","F","F","F","F"
60618.000,"F","F","F","T","T","F","T"
44793.000,"F","F","F","F","T","F","F"
96619.000,"F","F","F","F","F","F","T"
1795.000,"T","T","T","T","T","T","T"
69791.000,"F","T","T","T","F","F","F"
56717.000,"T","F","F","F","T","T","T"
76160.000,"T","T","T","T","T","F","T"
34916.000,"F","F","F","T","F","F","T"
22651.000,"F","F","T","F","T","F","F"
62736.000,"F","F","T","F","F","F","F"
38792.000,"T","F","T","F","T","F","F"
21576.000,"F","T","F","T","T","F","T"
38882.000,"F","F","F","F","F","F","T"
73533.000,"T","T","T","T","T","T","T"
13212.000,"F","F","F","F","F","F","F"
64636.000,"F","F","F","F","F","F","T"
5372.000,"T","T","T","T","T","T","T"
92095.000,"F","F","F","F","F","T","T"
74185.000,"F","F","T","F","F","F","F"
68271.000,"F","F","F","F","T","T","F"
41220.000,"F","T","T","T","F","F","F"
85747.000,"F","F","T","F","F","F","F"
30121.000,"T","T","T","T","T","T","T"
81981.000,"F","F","F","F","F","T","F"
50183.000,"T","F","F","F","F","F","F"
1955.000,"F","F","F","F","T","F","F"
26665.000,"F","T","F","F","T","F","F"
2311.000,"F","F","T","F","F","F","F"
17502.000,"F","F","F","F","F","T","F"
25013.000,"F","T","F","F","F","F","F"
81255.000,"T","F","F","T","T","F","F"
33314.000,"F","F","F","F","F","F","T"
77505.000,"F","F","T","T","F","T","F"
13285.000,"T","F","T","T","F","F","T"
40964.000,"T","T","T","T","T","F","F"
99488.000,"F","F","F","F","F","F","F"
15867.000,"T","T","T","F","F","F","T"
61025.000,"T","F","T","F","T","F","F"
99348.000,"T","F","F","F","F","F","F"
63534.000,"F","F","F","F","F","F","F"
6413.000,"T","T","T","T","T","T","T"
4736.000,"F","F","F","F","F","F","F"
79653.000,"T","T","T","T","T","F","F"
90822.000,"F","F","F","F","F","F","T"
67506.000,"F","T","T","T","F","T","T"
14125.000,"F","F","F","F","F","T","F"
100267.000,"F","F","F","F","F","F","F"
45413.000,"T","T","T","T","T","T","F"
52490.000,"F","F","F","T","F","F","F"
77059.000,"F","T","F","F","F","F","F"
85858.000,"F","F","F","F","T","F","T"
34365.000,"T","T","T","T","F","F","F"
34789.000,"F","F","F","T","T","F","F"
43834.000,"F","F","T","F","F","T","F"
43834.000,"F","F","T","F","F","T","F"
66126.000,"F","F","F","T","F","T","F"
92056.000,"F","F","F","F","T","F","F"
48486.000,"F","F","F","F","T","F","F"
23605.000,"F","F","F","F","F","F","F"
62352.000,"F","F","F","T","T","F","F"
67846.000,"T","T","F","F","T","F","F"
89312.000,"F","F","F","F","T","F","F"
94154.000,"T","T","T","T","T","F","T"
92851.000,"F","F","F","T","F","F","F"
25380.000,"F","F","F","F","F","F","F"
31259.000,"F","F","T","T","T","F","F"
87616.000,"T","T","T","T","T","F","F"
3743.000,"F","F","T","F","F","F","F"
26342.000,"F","F","F","F","F","F","F"
62549.000,"F","T","F","T","T","F","F"
26986.000,"T","T","T","F","T","F","F"
64462.000,"T","T","T","F","T","T","T"
95236.000,"F","F","F","F","T","F","F"
18750.000,"F","F","F","F","T","F","T"
54538.000,"F","F","T","F","F","F","F"
95102.000,"F","T","F","F","F","F","F"
28698.000,"F","F","F","F","T","F","F"
99011.000,"F","F","T","F","F","F","F"
18337.000,"F","T","F","F","T","F","F"
50591.000,"F","T","F","F","F","F","F"
26975.000,"T","T","T","F","F","F","F"
95263.000,"F","F","F","F","T","F","T"
1376.000,"F","F","F","T","F","F","F"
53272.000,"F","T","F","F","T","T","F"
8467.000,"F","F","F","F","F","F","F"
41607.000,"F","F","F","F","F","F","F"
38001.000,"F","F","T","T","F","T","F"
60032.000,"T","F","F","F","F","F","F"
40373.000,"F","F","F","F","T","F","F"
42440.000,"F","F","T","F","T","F","F"
44163.000,"T","T","T","T","T","T","T"
97604.000,"T","F","F","T","T","T","T"
68616.000,"F","F","F","T","F","F","F"
86260.000,"T","F","F","F","F","F","T"
83612.000,"T","F","F","F","F","F","F"
43268.000,"F","F","F","F","F","F","F"
35332.000,"T","F","F","F","F","F","F"
59496.000,"F","T","F","F","F","F","F"
5755.000,"F","F","F","F","F","F","F"
55786.000,"T","T","T","T","T","F","T"
75429.000,"F","F","F","F","F","F","F"
30249.000,"T","T","T","T","T","F","F"
52774.000,"T","F","T","F","F","F","F"
36910.000,"F","F","T","F","F","T","F"
48790.000,"F","F","T","F","F","T","F"
8032.000,"F","F","F","F","T","F","T"
83601.000,"F","F","F","F","T","T","F"
75349.000,"T","T","T","F","T","F","F"
9648.000,"F","F","F","F","T","F","F"
33564.000,"F","F","F","T","F","F","F"
40292.000,"F","T","T","F","F","T","T"
10421.000,"T","T","T","T","T","T","T"
35047.000,"T","T","T","T","T","F","F"
16226.000,"F","T","T","F","T","F","F"
19738.000,"F","F","F","F","T","F","F"
6545.000,"F","F","F","F","F","F","F"
89238.000,"F","F","F","T","F","F","F"
43158.000,"F","F","F","F","F","T","F"
71889.000,"F","F","F","F","T","F","F"
9769.000,"T","T","T","F","F","F","F"
14821.000,"F","F","F","F","F","F","T"
99689.000,"F","F","F","F","F","T","F"
16789.000,"T","T","T","T","T","T","F"
97169.000,"F","T","F","F","F","F","F"
32884.000,"F","F","F","T","T","F","F"
46682.000,"F","T","F","F","F","F","F"
33128.000,"T","T","T","T","T","T","T"
81572.000,"F","F","F","T","T","F","F"
29374.000,"F","T","F","F","F","F","F"
75115.000,"T","T","F","F","T","T","F"
14707.000,"F","F","F","T","T","F","F"
56696.000,"F","F","F","T","T","F","F"
54466.000,"F","F","F","T","F","F","T"
52744.000,"T","T","T","T","T","F","T"
38273.000,"F","T","F","F","T","F","F"
66443.000,"F","F","F","T","F","F","F"
13751.000,"F","F","F","F","T","F","F"
5037.000,"T","T","T","T","T","T","T"
21918.000,"F","F","T","F","T","F","F"
52198.000,"F","T","T","T","F","F","F"
92996.000,"F","F","T","F","F","F","T"
26079.000,"F","F","F","F","F","F","F"
50225.000,"F","F","F","F","F","F","F"
84659.000,"T","T","T","T","T","F","F"
31997.000,"T","F","F","T","F","T","F"
79539.000,"T","T","T","T","T","T","T"
47823.000,"F","F","F","F","T","T","F"
29389.000,"F","F","F","F","T","T","F"
44947.000,"T","T","T","T","T","T","T"
39343.000,"T","F","T","T","F","F","F"
52996.000,"T","F","T","F","F","F","T"
3185.000,"F","F","F","F","T","F","T"
66042.000,"F","F","T","F","F","F","F"
9755.000,"F","F","F","T","T","F","T"
52414.000,"T","F","F","F","F","F","F"
22094.000,"F","F","T","F","F","F","F"
20445.000,"F","F","F","T","F","F","F"
64186.000,"F","F","F","T","F","F","F"
89564.000,"F","F","F","F","F","F","F"
13799.000,"F","F","T","F","F","T","F"
27782.000,"F","F","F","F","F","F","T"
51613.000,"T","T","T","F","F","F","F"
72623.000,"T","F","F","F","F","F","F"
44247.000,"F","T","F","F","F","F","F"
20131.000,"F","F","F","F","T","F","T"
19324.000,"F","F","F","F","T","F","T"
30417.000,"F","F","F","T","F","F","F"
7602.000,"T","F","F","F","T","F","T"
73387.000,"T","T","T","T","T","T","T"
34514.000,"F","F","F","F","F","F","F"
32032.000,"T","T","T","T","T","T","T"
34300.000,"T","T","T","T","T","T","T"
39223.000,"T","T","T","F","T","F","T"
8791.000,"F","F","T","F","F","F","F"
1035.000,"F","F","F","T","F","F","F"
77955.000,"T","F","F","F","T","F","F"
16949.000,"T","T","T","T","T","T","T"
45459.000,"T","T","T","T","T","T","T"
97442.000,"F","T","F","F","F","F","F"
39471.000,"T","F","F","T","T","F","F"
54207.000,"T","T","T","T","T","F","F"
43534.000,"F","F","F","F","T","F","F"
7987.000,"F","F","F","F","T","F","F"
10834.000,"F","F","F","F","F","T","F"
92182.000,"F","F","F","F","F","F","F"
29561.000,"T","T","F","F","T","T","F"
53936.000,"F","F","F","F","F","F","F"
46455.000,"F","F","F","T","F","F","T"
86679.000,"T","F","T","F","F","F","T"
38168.000,"F","T","F","T","T","F","F"
38955.000,"F","T","F","F","T","F","F"
85900.000,"F","T","F","T","T","F","F"
70277.000,"F","F","F","F","T","F","F"
31033.000,"T","F","F","F","T","F","F"
90154.000,"F","F","F","F","F","F","T"
75873.000,"F","T","T","T","F","F","F"
91276.000,"T","F","T","F","T","F","F"
38698.000,"F","F","F","F","T","F","F"
