ID,Idade,Renda,Regiao,Genero,seguro auto,seguro vida Emp,seguro vida PF,Seguro Residencial
12700.000,35.984,6985.551,"SE",1.000,"F","T","F","T"
92401.000,39.669,6985.708,"S",0.000,"T","F","F","F"
89757.000,39.251,6986.072,"CO",1.000,"T","T","F","T"
21338.000,28.911,6986.077,"SE",0.000,"F","F","F","F"
82316.000,54.021,6986.448,"S",0.000,"F","T","T","T"
67660.000,31.421,6986.584,"SE",1.000,"F","F","F","F"
91023.000,30.632,6986.622,"SE",1.000,"F","F","F","F"
68679.000,48.937,2312.000,"N",0.000,"F","F","T","T"
88724.000,47.925,6987.099,"SE",1.000,"T","T","T","T"
6565.000,41.070,6987.235,"S",0.000,"F","F","F","F"
30643.000,40.064,6987.342,"NE",1.000,"F","F","F","F"
5821.000,53.777,6987.808,"NE",0.000,"T","F","F","F"
75540.000,37.010,6987.945,"CO",1.000,"F","F","F","F"
70716.000,26.939,6987.951,"N",1.000,"F","F","T","F"
41502.000,27.869,6988.086,"SE",0.000,"F","F","F","F"
91723.000,31.616,6988.301,"SE",1.000,"F","F","T","T"
55116.000,34.214,6988.802,"NE",1.000,"F","F","F","F"
9058.000,46.632,6988.862,"SE",0.000,"F","T","F","T"
30790.000,36.600,6988.937,"CO",1.000,"T","T","T","T"
32282.000,21.661,6989.123,"CO",1.000,"F","F","F","F"
52404.000,42.962,6989.232,"S",1.000,"F","F","F","F"
66613.000,36.721,6990.060,"NE",0.000,"T","F","F","F"
84151.000,19.071,6990.469,"CO",1.000,"F","F","F","F"
32713.000,27.450,6990.961,"SE",1.000,"F","F","F","F"
63170.000,23.300,6991.089,"SE",1.000,"T","F","F","F"
81794.000,24.247,6991.732,"CO",0.000,"F","T","F","F"
99023.000,31.886,6991.823,"NE",0.000,"F","F","F","F"
69151.000,34.663,6992.214,"S",0.000,"F","F","F","F"
63102.000,23.649,6992.480,"CO",1.000,"F","F","F","F"
32560.000,35.898,6993.114,"SE",1.000,"F","F","F","F"
31207.000,50.815,6993.528,"S",0.000,"F","F","F","F"
52118.000,45.446,6994.705,"S",0.000,"T","T","T","T"
11485.000,34.554,6994.720,"S",0.000,"T","T","T","T"
90115.000,35.513,6994.725,"SE",1.000,"F","F","F","T"
53215.000,41.008,6994.728,"S",0.000,"F","F","F","F"
76138.000,37.471,6994.810,"SE",1.000,"F","F","F","T"
54182.000,58.993,6995.165,"CO",1.000,"T","T","T","T"
42608.000,40.997,6995.478,"SE",0.000,"F","F","F","F"
27495.000,64.759,6995.968,"S",1.000,"F","F","F","F"
91796.000,30.126,6996.014,"CO",1.000,"T","T","T","T"
35990.000,30.165,6996.168,"S",1.000,"F","F","F","T"
81051.000,36.931,6996.596,"CO",1.000,"T","T","T","T"
65056.000,20.156,6996.749,"CO",1.000,"F","T","T","T"
2120.000,34.516,6997.051,"NE",1.000,"T","F","F","F"
81118.000,41.524,6997.404,"SE",1.000,"F","F","F","F"
49035.000,49.582,6997.567,"SE",1.000,"T","T","T","T"
73908.000,22.405,6997.811,"NE",0.000,"T","T","T","T"
66762.000,29.598,6997.862,"NE",0.000,"F","T","F","F"
78427.000,21.159,6997.864,"SE",0.000,"T","F","F","F"
92332.000,50.442,6997.924,"N",1.000,"F","F","F","F"
89108.000,35.855,6998.131,"CO",0.000,"T","F","F","F"
92203.000,58.075,6998.824,"NE",1.000,"F","T","F","F"
68475.000,24.689,6998.894,"SE",1.000,"F","F","F","F"
53154.000,19.498,6998.933,"SE",0.000,"F","F","F","F"
65824.000,37.383,6999.287,"CO",1.000,"F","F","F","T"
64424.000,18.019,6999.354,"S",0.000,"T","T","T","T"
22106.000,40.614,7000.097,"N",1.000,"F","F","F","F"
38027.000,35.329,7000.418,"N",1.000,"F","T","F","F"
33793.000,33.228,7000.646,"SE",0.000,"F","T","F","F"
77000.000,21.940,7001.214,"SE",1.000,"F","F","F","F"
77912.000,33.512,7001.328,"SE",1.000,"F","T","F","F"
13847.000,64.171,7001.388,"CO",0.000,"T","F","F","F"
27605.000,31.064,7001.607,"NE",0.000,"F","F","F","F"
1952.000,27.287,7001.666,"NE",1.000,"F","T","F","T"
63938.000,32.719,7001.776,"SE",1.000,"F","F","F","F"
63623.000,38.713,7001.826,"SE",0.000,"T","T","T","T"
1971.000,28.568,7002.048,"SE",0.000,"F","F","F","F"
81214.000,24.732,7002.551,"SE",1.000,"F","F","F","F"
73111.000,29.157,7002.889,"S",0.000,"F","F","F","T"
24367.000,54.589,7003.028,"S",0.000,"F","F","F","F"
44015.000,52.320,7003.118,"NE",1.000,"T","T","T","T"
9956.000,34.357,7003.183,"NE",1.000,"F","T","F","F"
64124.000,24.861,7003.328,"SE",1.000,"F","F","F","F"
52524.000,31.698,7003.628,"SE",1.000,"T","T","T","T"
13663.000,27.463,7003.654,"CO",1.000,"F","F","F","F"
57262.000,31.027,33000.000,"SE",1.000,"F","F","T","F"
42013.000,33.296,7003.870,"SE",0.000,"T","T","T","T"
58554.000,32.399,7004.050,"N",1.000,"T","T","T","T"
19891.000,63.089,7004.107,"SE",0.000,"T","T","T","T"
55110.000,25.467,7004.454,"CO",1.000,"F","F","F","F"
97381.000,33.149,7004.793,"CO",1.000,"F","T","F","F"
98863.000,31.802,7004.807,"SE",1.000,"F","T","F","F"
76852.000,29.643,7005.788,"SE",0.000,"F","F","F","T"
34593.000,55.057,7006.660,"SE",0.000,"F","T","F","F"
24565.000,28.235,7007.084,"S",1.000,"F","T","F","F"
67501.000,31.182,7007.504,"NE",1.000,"F","F","F","F"
52823.000,27.674,7007.545,"SE",1.000,"T","F","F","T"
81642.000,55.114,7007.683,"S",0.000,"F","T","F","F"
40436.000,66.149,7007.703,"NE",1.000,"F","F","F","F"
32075.000,47.946,7007.984,"SE",1.000,"T","T","T","T"
13746.000,30.895,7008.353,"NE",0.000,"F","F","F","T"
37799.000,52.982,7008.379,"NE",1.000,"F","F","F","F"
77771.000,27.079,7008.382,"NE",1.000,"F","F","F","F"
76192.000,29.665,7008.429,"SE",0.000,"T","T","T","T"
18669.000,32.611,7008.491,"SE",0.000,"T","T","F","F"
100298.000,34.998,7009.031,"S",1.000,"F","F","F","T"
1403.000,49.534,7009.215,"S",0.000,"F","F","F","T"
41961.000,40.557,7009.642,"SE",0.000,"F","F","F","F"
41961.000,40.557,7009.642,"SE",0.000,"F","F","F","F"
97442.000,34.364,7009.677,"SE",0.000,"T","F","T","F"
65650.000,33.565,7009.705,"SE",1.000,"T","T","T","T"
19516.000,31.778,7009.943,"CO",1.000,"F","F","F","F"
65353.000,43.555,7009.948,"NE",0.000,"T","T","T","T"
76347.000,50.159,7010.067,"S",1.000,"F","F","F","F"
77967.000,31.265,7010.185,"CO",1.000,"T","T","T","T"
29725.000,45.069,7010.595,"N",1.000,"F","F","F","F"
91072.000,45.343,7011.099,"NE",1.000,"F","F","F","F"
78070.000,32.146,7011.279,"SE",0.000,"T","T","T","T"
82943.000,32.555,7011.377,"NE",1.000,"F","F","F","F"
51138.000,34.241,7011.400,"S",0.000,"F","T","F","T"
76173.000,19.396,7011.495,"SE",1.000,"F","F","F","F"
36614.000,37.790,7011.910,"SE",1.000,"F","T","T","F"
35777.000,38.842,7012.149,"CO",1.000,"F","F","F","F"
97410.000,28.791,7012.422,"NE",1.000,"T","T","T","T"
48781.000,38.641,7012.630,"CO",0.000,"F","T","F","F"
90077.000,39.726,7012.636,"SE",1.000,"F","F","F","F"
46650.000,19.926,7012.897,"CO",0.000,"F","F","F","F"
21547.000,37.054,7012.915,"CO",1.000,"F","T","F","F"
53025.000,28.483,7013.087,"S",1.000,"F","F","F","T"
49951.000,35.781,7013.143,"NE",0.000,"T","F","F","F"
59155.000,42.881,7013.199,"SE",1.000,"T","T","T","T"
59393.000,45.782,7013.566,"S",1.000,"F","F","F","F"
29655.000,49.629,7013.573,"SE",1.000,"F","F","F","T"
36760.000,44.314,7013.777,"SE",1.000,"T","T","T","T"
6508.000,59.692,7013.803,"N",0.000,"F","T","F","F"
78351.000,53.968,7013.875,"S",0.000,"T","T","T","T"
56229.000,40.455,7014.198,"N",1.000,"F","F","F","T"
14405.000,52.459,7014.200,"SE",1.000,"F","F","F","F"
14405.000,52.459,37000.000,"SE",1.000,"F","F","F","F"
99161.000,43.725,7014.527,"N",0.000,"T","F","F","F"
34254.000,36.817,7014.787,"S",0.000,"F","F","F","F"
64465.000,46.097,7014.814,"NE",1.000,"T","T","T","T"
47720.000,33.350,7015.197,"CO",1.000,"F","F","F","F"
17629.000,21.035,7015.452,"SE",1.000,"T","F","F","F"
63774.000,52.393,7015.515,"NE",1.000,"F","F","F","F"
42799.000,33.740,7015.671,"SE",1.000,"T","T","T","T"
19921.000,34.913,7015.923,"SE",0.000,"F","F","F","T"
38127.000,32.215,7016.171,"CO",1.000,"F","T","F","F"
99676.000,28.070,7016.371,"N",0.000,"T","T","T","T"
49373.000,30.945,7016.429,"N",0.000,"F","F","F","F"
58067.000,35.952,7016.524,"SE",1.000,"T","F","F","F"
9260.000,44.167,7016.657,"NE",1.000,"F","T","F","F"
11996.000,48.731,7016.799,"CO",0.000,"F","F","F","T"
84268.000,50.488,7016.984,"S",1.000,"F","T","F","T"
50282.000,32.978,7017.197,"S",1.000,"F","T","F","F"
17441.000,48.358,7017.345,"CO",1.000,"F","F","F","F"
61881.000,34.708,7017.359,"S",1.000,"T","F","F","F"
80222.000,46.670,7017.483,"CO",1.000,"T","T","T","T"
68131.000,41.007,7017.511,"SE",0.000,"T","T","T","T"
30790.000,19.407,7017.826,"NE",0.000,"F","T","F","F"
73848.000,44.994,7017.890,"NE",0.000,"F","F","F","F"
23329.000,34.438,7018.312,"CO",1.000,"T","T","T","T"
97702.000,54.657,7018.458,"SE",1.000,"F","F","F","F"
48945.000,50.943,7018.759,"CO",1.000,"F","F","F","F"
2950.000,47.059,7018.885,"SE",1.000,"F","F","F","T"
29941.000,39.101,7019.099,"SE",0.000,"F","T","F","F"
65367.000,28.733,7019.111,"NE",0.000,"F","F","F","F"
53160.000,30.252,7019.421,"SE",0.000,"F","F","F","F"
10868.000,24.343,7020.917,"SE",1.000,"F","F","F","F"
57549.000,46.040,7021.236,"N",0.000,"F","F","F","F"
4749.000,44.708,7021.519,"SE",1.000,"F","F","F","F"
70341.000,52.760,7021.612,"CO",0.000,"T","F","F","F"
40453.000,52.886,7021.900,"SE",1.000,"T","T","T","T"
33077.000,31.899,7022.076,"CO",1.000,"T","T","T","T"
5265.000,25.646,34500.000,"CO",0.000,"T","F","F","F"
89110.000,26.188,7022.184,"S",0.000,"F","F","F","F"
22086.000,42.810,7022.375,"CO",0.000,"F","F","F","F"
64255.000,29.430,7022.503,"SE",1.000,"F","F","F","F"
57325.000,18.359,7022.542,"SE",0.000,"F","F","T","T"
11550.000,46.383,7022.708,"SE",0.000,"F","F","F","F"
48925.000,70.519,7022.808,"NE",1.000,"F","F","F","T"
74010.000,33.375,7022.905,"CO",0.000,"F","F","F","F"
94578.000,20.500,7023.682,"SE",1.000,"F","F","F","T"
1571.000,31.011,7023.718,"S",0.000,"F","F","F","T"
40254.000,47.902,7023.723,"NE",1.000,"F","F","F","F"
68826.000,35.506,7024.808,"SE",0.000,"T","T","T","T"
67564.000,40.729,7024.894,"SE",1.000,"F","F","F","F"
53280.000,43.918,7025.102,"SE",1.000,"T","F","F","F"
60418.000,23.763,7025.124,"SE",1.000,"T","F","F","F"
28472.000,29.929,7025.614,"N",1.000,"F","F","F","F"
33562.000,19.289,7025.723,"SE",1.000,"F","T","F","F"
17418.000,54.501,7025.769,"SE",1.000,"F","T","F","F"
83734.000,49.388,7026.292,"S",1.000,"F","F","F","T"
54098.000,41.673,7026.520,"SE",1.000,"F","F","F","F"
9026.000,23.690,7026.645,"NE",1.000,"F","F","F","F"
15075.000,39.484,7027.261,"CO",0.000,"T","F","F","F"
69112.000,34.395,7027.282,"SE",0.000,"F","F","F","F"
82201.000,59.258,7027.350,"S",0.000,"F","F","F","F"
26937.000,28.181,7027.412,"SE",0.000,"F","F","F","F"
9495.000,21.668,7027.825,"SE",1.000,"T","T","T","T"
30852.000,40.873,7027.839,"SE",1.000,"F","F","T","F"
5444.000,41.325,7027.980,"CO",1.000,"F","T","F","F"
72635.000,28.987,7028.235,"N",0.000,"T","T","T","T"
85935.000,31.642,7028.250,"S",0.000,"T","F","F","F"
24227.000,44.694,7028.569,"S",1.000,"T","F","F","T"
44013.000,26.929,7028.687,"SE",0.000,"T","F","F","F"
33962.000,39.050,7028.990,"NE",1.000,"F","T","F","F"
6195.000,50.811,7029.171,"SE",0.000,"F","F","T","F"
28147.000,47.905,7029.331,"CO",0.000,"F","F","F","F"
51753.000,51.541,7029.881,"SE",0.000,"F","F","F","T"
69597.000,32.248,7030.210,"NE",1.000,"F","F","F","F"
48203.000,34.893,7030.224,"CO",0.000,"F","F","T","F"
59317.000,38.363,7031.054,"SE",1.000,"T","T","T","T"
64703.000,30.601,7031.325,"SE",0.000,"F","T","F","F"
8362.000,28.103,7031.367,"NE",1.000,"F","F","F","T"
46653.000,29.471,7031.534,"S",1.000,"F","F","F","F"
70367.000,39.628,7031.676,"SE",1.000,"F","F","F","F"
54404.000,62.669,7032.053,"N",1.000,"F","F","F","F"
83922.000,46.236,7032.198,"NE",0.000,"F","F","F","F"
86407.000,34.271,7032.373,"SE",0.000,"T","T","T","T"
94113.000,33.905,7032.412,"SE",1.000,"F","F","F","T"
16289.000,36.101,7032.514,"CO",1.000,"T","T","T","T"
4358.000,29.093,7032.659,"NE",1.000,"F","F","F","F"
83395.000,38.451,7032.789,"CO",1.000,"F","F","F","F"
53462.000,30.649,7033.074,"NE",0.000,"F","F","F","T"
86319.000,25.448,33674.000,"SE",1.000,"F","F","F","F"
85967.000,37.705,7033.396,"S",0.000,"T","T","T","T"
87663.000,48.747,7033.603,"NE",0.000,"T","F","F","F"
16289.000,42.185,7033.806,"NE",0.000,"F","F","F","F"
9228.000,28.514,7033.888,"CO",0.000,"T","F","F","F"
6346.000,40.477,7034.143,"NE",0.000,"F","T","F","T"
89475.000,48.607,7034.633,"S",1.000,"F","F","F","F"
3971.000,62.397,7034.672,"S",0.000,"T","F","F","F"
71431.000,32.890,7035.231,"N",0.000,"F","F","F","F"
45751.000,20.873,7035.402,"SE",0.000,"F","T","F","F"
19035.000,35.683,7035.871,"NE",1.000,"F","F","F","F"
2147.000,46.568,7036.018,"SE",0.000,"F","F","F","F"
86594.000,49.186,7036.198,"NE",1.000,"F","F","F","F"
10226.000,24.824,7036.528,"CO",1.000,"F","T","F","F"
11021.000,25.686,7036.641,"N",1.000,"F","F","T","T"
57484.000,23.622,7036.999,"CO",0.000,"F","F","T","F"
48607.000,52.180,7038.424,"NE",0.000,"T","T","T","T"
96087.000,44.412,7038.512,"S",0.000,"F","F","F","F"
100385.000,45.587,7039.169,"NE",1.000,"F","F","F","F"
44064.000,39.967,7039.597,"CO",1.000,"F","F","F","F"
84553.000,31.144,7039.843,"CO",0.000,"F","F","F","F"
17387.000,30.284,7039.979,"S",1.000,"F","F","F","F"
68088.000,23.697,7040.253,"CO",1.000,"F","F","F","F"
41794.000,28.408,7040.473,"CO",0.000,"F","F","F","F"
41794.000,28.408,7040.473,"CO",0.000,"F","F","F","F"
37315.000,42.061,7040.805,"SE",1.000,"F","F","F","F"
30081.000,28.756,7040.840,"SE",0.000,"F","F","T","T"
50772.000,67.387,7041.041,"SE",1.000,"F","F","F","F"
91342.000,34.141,7041.323,"S",1.000,"F","F","F","F"
83762.000,61.941,7041.351,"CO",1.000,"F","T","F","F"
88109.000,44.340,7041.646,"SE",1.000,"F","F","T","F"
92017.000,51.142,7042.921,"SE",1.000,"F","F","F","F"
68475.000,54.679,7043.105,"CO",1.000,"F","F","F","F"
46544.000,25.988,7043.499,"CO",0.000,"F","F","F","F"
7215.000,31.866,7044.241,"SE",1.000,"F","F","F","T"
86544.000,39.667,7044.254,"SE",1.000,"F","F","F","F"
58088.000,60.769,7044.273,"SE",0.000,"F","F","F","F"
59659.000,23.328,7044.492,"NE",1.000,"F","F","F","F"
71668.000,53.561,7044.609,"S",1.000,"F","F","F","F"
6298.000,27.872,7044.774,"NE",1.000,"F","F","F","F"
97687.000,50.307,7044.799,"SE",0.000,"F","F","F","F"
31945.000,58.323,7044.815,"CO",0.000,"F","F","F","F"
30618.000,20.116,7044.941,"SE",1.000,"F","F","F","F"
95278.000,36.613,7044.964,"SE",0.000,"T","T","T","T"
17886.000,28.451,7045.103,"N",0.000,"F","F","F","F"
46777.000,22.678,7045.259,"S",1.000,"T","T","T","T"
14573.000,31.542,7046.957,"CO",0.000,"T","F","F","F"
19407.000,49.040,7047.193,"SE",1.000,"F","F","F","F"
47335.000,28.308,7047.579,"SE",0.000,"F","F","F","F"
27108.000,41.293,7047.642,"N",1.000,"F","F","F","F"
86943.000,51.997,7047.877,"SE",1.000,"T","T","T","T"
30591.000,52.700,34222.000,"SE",0.000,"T","T","T","T"
90273.000,56.449,7048.278,"SE",0.000,"F","F","F","F"
55852.000,33.120,7048.424,"CO",0.000,"T","T","T","T"
38018.000,50.916,7048.475,"NE",0.000,"F","T","F","T"
57790.000,54.757,7048.625,"S",1.000,"F","F","F","F"
56385.000,23.750,7048.984,"SE",0.000,"T","T","T","T"
32786.000,35.676,7048.999,"S",1.000,"F","F","F","F"
33646.000,26.827,7049.112,"S",1.000,"T","F","F","F"
5953.000,43.238,7049.131,"CO",0.000,"F","F","F","F"
36416.000,24.319,7049.140,"SE",1.000,"F","F","F","F"
63381.000,34.793,7049.431,"S",0.000,"T","F","F","F"
12153.000,43.511,7049.627,"CO",0.000,"F","F","F","F"
72747.000,24.424,7049.964,"NE",1.000,"T","T","T","T"
61348.000,40.290,7050.405,"S",1.000,"T","T","T","T"
46069.000,64.490,7050.522,"SE",1.000,"F","T","F","T"
47605.000,51.883,7051.223,"NE",1.000,"F","F","T","F"
68581.000,24.093,7051.354,"CO",0.000,"F","F","F","F"
23901.000,36.413,7051.747,"CO",0.000,"F","F","F","F"
58898.000,38.282,7052.400,"N",0.000,"F","F","F","F"
39256.000,47.216,7052.624,"NE",0.000,"T","T","F","F"
4619.000,35.537,7052.745,"SE",0.000,"T","T","T","T"
74953.000,50.021,7053.083,"SE",0.000,"F","F","F","F"
49223.000,48.296,7053.307,"CO",1.000,"T","T","F","F"
30094.000,38.779,7053.625,"SE",0.000,"F","F","F","F"
8698.000,27.944,7053.659,"N",0.000,"F","F","F","F"
90849.000,26.766,7053.801,"CO",0.000,"F","T","F","F"
75354.000,55.084,7053.855,"CO",0.000,"T","T","T","T"
5711.000,56.660,7053.881,"CO",1.000,"T","T","T","T"
25949.000,41.330,7053.889,"SE",0.000,"T","T","T","T"
30174.000,47.339,7053.959,"SE",1.000,"T","T","T","T"
75652.000,53.188,23424.000,"SE",1.000,"F","F","T","F"
60121.000,33.539,7054.089,"CO",0.000,"T","T","F","F"
2905.000,40.542,7054.142,"SE",1.000,"F","T","F","F"
37608.000,51.573,7054.230,"S",1.000,"F","T","F","F"
43766.000,19.606,7054.580,"CO",0.000,"F","F","F","F"
39387.000,32.527,7055.212,"SE",0.000,"F","F","F","F"
2541.000,35.367,7055.380,"SE",1.000,"F","F","F","F"
71859.000,45.338,7055.426,"N",0.000,"F","T","F","F"
19574.000,28.377,7056.941,"SE",0.000,"F","T","F","T"
66346.000,29.614,7057.077,"SE",1.000,"F","F","F","F"
23709.000,57.490,7057.178,"NE",0.000,"F","F","F","F"
41018.000,47.004,7057.197,"S",1.000,"F","F","F","F"
23703.000,37.728,7058.285,"CO",0.000,"F","T","F","F"
19824.000,21.775,7058.670,"SE",1.000,"F","F","F","F"
83761.000,43.458,7058.791,"SE",0.000,"F","F","F","F"
20437.000,36.754,7059.362,"SE",0.000,"F","F","F","F"
79692.000,22.866,7059.649,"SE",0.000,"T","T","T","T"
67137.000,35.269,7059.844,"SE",1.000,"T","T","T","T"
89359.000,29.620,7059.918,"SE",0.000,"T","T","T","T"
33691.000,41.626,7060.277,"N",0.000,"F","F","F","F"
10967.000,38.094,7060.458,"S",0.000,"T","T","T","T"
48564.000,39.949,7060.465,"CO",0.000,"T","F","F","T"
4362.000,31.997,7061.107,"N",1.000,"F","F","F","F"
17892.000,31.195,7061.449,"SE",0.000,"F","F","F","F"
81947.000,36.683,7061.673,"SE",1.000,"F","F","F","T"
83045.000,39.532,7062.075,"CO",0.000,"F","F","F","F"
27313.000,28.728,7062.653,"SE",1.000,"F","T","F","F"
44722.000,21.293,7062.820,"SE",0.000,"F","F","F","T"
38194.000,46.305,7062.975,"S",0.000,"T","F","F","F"
96502.000,38.325,7063.536,"SE",0.000,"F","F","F","F"
82504.000,42.973,7063.894,"CO",0.000,"T","T","T","T"
79422.000,37.156,7064.017,"SE",0.000,"T","T","T","T"
89980.000,33.130,7064.315,"SE",0.000,"F","F","F","F"
68025.000,25.172,7064.499,"S",0.000,"F","F","F","F"
89924.000,27.295,7064.576,"SE",1.000,"F","F","F","F"
41157.000,19.720,7064.778,"CO",0.000,"F","F","F","F"
15809.000,31.741,7064.822,"NE",1.000,"F","T","F","F"
39069.000,24.812,7064.998,"CO",0.000,"F","F","F","F"
49406.000,59.831,7065.157,"SE",0.000,"T","T","T","T"
74237.000,19.446,7065.523,"SE",1.000,"T","T","T","T"
91368.000,25.478,7065.947,"SE",0.000,"F","F","F","F"
90036.000,48.525,7065.995,"SE",1.000,"F","F","F","F"
83892.000,27.505,7066.072,"N",1.000,"F","T","F","T"
77152.000,34.391,7066.305,"NE",1.000,"F","F","F","F"
72502.000,32.131,7066.602,"S",1.000,"F","T","F","F"
38691.000,39.724,7067.474,"S",0.000,"F","F","F","F"
34155.000,53.361,7067.770,"NE",0.000,"F","F","F","F"
96728.000,46.973,7068.142,"SE",1.000,"F","F","F","F"
78296.000,31.690,7068.325,"NE",1.000,"F","F","F","F"
13840.000,54.712,7068.639,"CO",1.000,"F","F","F","T"
5675.000,31.926,7068.640,"NE",1.000,"F","F","F","F"
86359.000,20.325,7068.695,"SE",1.000,"F","F","F","F"
95916.000,50.578,7068.724,"S",1.000,"T","T","T","T"
64439.000,42.644,7068.837,"SE",1.000,"F","F","F","F"
83329.000,43.068,7069.038,"NE",0.000,"T","T","T","T"
39750.000,25.970,7069.106,"N",0.000,"T","T","T","T"
65530.000,38.281,7069.558,"SE",1.000,"F","F","F","F"
66104.000,25.072,7069.723,"CO",1.000,"F","F","F","F"
100558.000,38.566,7069.861,"SE",0.000,"T","T","F","T"
91332.000,44.152,7070.660,"SE",1.000,"F","F","F","T"
20188.000,21.650,7070.806,"NE",1.000,"F","F","F","F"
27240.000,45.719,7071.050,"NE",0.000,"T","T","T","T"
8680.000,35.670,7071.214,"SE",0.000,"F","F","F","F"
29848.000,34.195,7071.257,"N",1.000,"F","F","F","T"
3927.000,43.016,7071.372,"S",0.000,"T","F","F","F"
34323.000,21.598,7071.728,"NE",1.000,"F","F","F","F"
34563.000,69.657,7071.883,"CO",1.000,"F","F","T","T"
73503.000,30.328,7071.925,"SE",0.000,"F","T","T","F"
32104.000,47.942,7071.973,"SE",0.000,"T","T","T","T"
37910.000,40.184,7072.225,"SE",0.000,"F","F","F","F"
2797.000,24.339,54466.000,"SE",0.000,"T","T","F","F"
85501.000,27.916,7072.831,"SE",1.000,"T","T","T","T"
87938.000,40.856,7072.843,"CO",0.000,"F","T","F","F"
32948.000,34.153,7073.139,"S",1.000,"F","T","F","F"
84190.000,47.324,24355.000,"SE",0.000,"F","F","F","F"
35407.000,31.699,7073.289,"S",0.000,"F","F","F","F"
91606.000,67.912,7073.404,"NE",0.000,"F","F","F","F"
23720.000,64.280,7074.453,"SE",1.000,"F","F","F","F"
55926.000,29.113,7074.619,"SE",0.000,"T","T","T","T"
51578.000,55.517,7074.642,"CO",1.000,"F","F","F","F"
71495.000,37.230,7074.913,"CO",1.000,"F","F","F","T"
16010.000,33.778,7075.149,"SE",1.000,"T","T","T","T"
29589.000,30.731,7075.290,"S",1.000,"F","F","F","F"
48622.000,33.483,7075.492,"NE",1.000,"F","T","F","F"
41774.000,28.337,7075.921,"SE",0.000,"F","F","F","F"
41774.000,28.337,7075.921,"SE",0.000,"F","F","F","F"
33091.000,34.845,7075.959,"NE",1.000,"T","T","T","T"
39646.000,35.865,7076.349,"NE",1.000,"T","T","T","T"
24757.000,28.874,7076.382,"S",0.000,"F","T","F","F"
47381.000,22.657,7076.545,"SE",0.000,"F","F","F","F"
67470.000,54.044,7076.561,"S",1.000,"F","F","F","F"
49892.000,18.485,7076.802,"CO",1.000,"F","F","F","F"
58567.000,53.975,7076.999,"SE",1.000,"F","F","F","T"
62610.000,19.620,7077.216,"NE",0.000,"F","T","F","F"
91835.000,48.646,7077.365,"SE",1.000,"T","F","F","F"
63556.000,19.408,7077.542,"S",1.000,"F","F","F","F"
46370.000,31.657,7077.725,"SE",0.000,"T","T","T","T"
42417.000,45.373,7077.923,"S",0.000,"F","F","F","F"
76652.000,43.657,7078.251,"SE",1.000,"F","T","F","F"
64245.000,33.155,7078.372,"SE",0.000,"T","T","T","T"
86674.000,25.399,7078.442,"CO",1.000,"F","F","F","F"
23557.000,41.401,7078.856,"SE",0.000,"F","F","F","F"
11314.000,27.008,7078.971,"SE",0.000,"F","F","T","F"
66745.000,28.771,7079.445,"CO",1.000,"F","F","F","F"
4392.000,30.744,7079.763,"CO",1.000,"F","F","F","F"
48566.000,40.779,7080.170,"CO",0.000,"F","F","F","F"
98159.000,39.295,7080.246,"SE",1.000,"F","F","F","F"
91211.000,41.035,7080.314,"N",1.000,"T","T","T","T"
62355.000,26.492,7080.591,"SE",1.000,"F","F","F","F"
23468.000,33.475,7080.780,"SE",1.000,"F","F","F","F"
42357.000,38.183,7080.823,"SE",1.000,"T","T","T","T"
91254.000,44.786,7081.052,"CO",1.000,"F","F","T","F"
64483.000,35.109,7081.053,"CO",1.000,"T","T","T","T"
5803.000,36.616,7081.218,"SE",1.000,"F","F","F","F"
93440.000,42.232,7081.449,"SE",1.000,"F","F","F","T"
89459.000,27.205,7081.472,"SE",0.000,"F","F","F","T"
5114.000,18.372,7081.478,"S",0.000,"F","F","F","T"
84527.000,28.125,7081.562,"SE",1.000,"T","T","T","T"
96889.000,34.089,7081.652,"SE",0.000,"T","T","T","T"
3416.000,39.852,7082.270,"CO",0.000,"F","F","F","F"
17764.000,46.220,7082.893,"N",0.000,"F","F","T","F"
60700.000,47.062,7083.207,"NE",1.000,"F","F","F","F"
43005.000,18.235,7083.250,"SE",1.000,"T","T","T","T"
98231.000,45.561,7083.814,"SE",1.000,"F","T","F","F"
67051.000,59.780,7083.921,"NE",1.000,"F","F","F","F"
84014.000,45.007,7084.177,"N",1.000,"F","F","F","T"
85378.000,53.724,7084.457,"NE",1.000,"F","F","F","F"
14626.000,54.615,7084.510,"SE",1.000,"T","T","T","T"
72990.000,32.499,7084.686,"NE",1.000,"F","F","F","F"
42085.000,25.966,7084.942,"NE",0.000,"T","T","T","T"
12366.000,29.110,7084.993,"SE",0.000,"F","F","F","T"
28396.000,36.061,7085.585,"CO",1.000,"F","F","F","F"
98735.000,36.303,7085.644,"S",1.000,"F","F","F","F"
86967.000,71.964,7086.157,"S",1.000,"T","T","T","T"
94528.000,31.242,7086.187,"SE",1.000,"F","F","F","T"
58851.000,59.491,7086.509,"SE",0.000,"F","F","F","F"
57633.000,57.832,7087.423,"SE",1.000,"F","F","F","F"
2325.000,63.281,7087.451,"CO",0.000,"F","F","F","F"
84565.000,31.755,7087.515,"CO",1.000,"T","T","T","T"
95673.000,40.424,7087.651,"SE",0.000,"F","F","F","F"
69290.000,78.304,7087.675,"NE",1.000,"F","F","F","F"
90492.000,21.644,7087.737,"SE",0.000,"F","F","F","F"
