ID,Financiamento Casa,Financiamento Carro,Emprestimo _pessoal,Emprestimo _consignado,Emprestimo _limite_especial,Emprestimo _educacao,Emprestimo _viagem,Investimento CDB,Investimento Fundos
18145.000,"F","T","F","F","F","F","F","T","F"
39865.000,"F","F","F","F","F","T","F","F","F"
97131.000,"F","F","F","T","F","T","F","T","F"
16875.000,"F","F","F","F","F","F","F","T","T"
98329.000,"F","F","T","F","F","F","F","F","T"
58084.000,"F","F","F","F","F","F","F","T","F"
88528.000,"F","F","F","F","F","F","F","F","F"
72170.000,"F","T","F","F","F","F","F","F","F"
25806.000,"F","T","F","F","F","F","T","T","F"
50332.000,"F","F","F","F","F","F","T","F","F"
63911.000,"F","T","T","F","F","F","T","F","F"
82067.000,"F","F","F","F","F","F","F","F","F"
23861.000,"F","F","F","F","F","F","F","T","F"
98868.000,"F","F","F","F","F","F","F","T","F"
96807.000,"F","F","F","F","F","F","F","F","F"
68604.000,"F","T","F","F","F","F","F","F","F"
47430.000,"F","F","F","F","F","F","F","F","F"
91885.000,"F","F","T","T","T","T","T","T","T"
28788.000,"F","F","T","F","F","F","T","T","F"
60564.000,"F","F","F","F","F","F","T","T","T"
2197.000,"F","F","F","F","F","F","F","F","T"
15958.000,"F","F","F","F","F","F","F","T","F"
50384.000,"F","T","F","F","T","F","T","F","F"
68394.000,"F","F","F","F","F","F","T","T","F"
65934.000,"F","F","F","F","F","F","T","T","T"
83441.000,"F","F","F","F","F","F","F","F","F"
1467.000,"F","F","F","F","F","F","F","F","F"
11061.000,"T","F","F","F","F","F","F","T","T"
37034.000,"F","F","F","F","F","F","F","F","F"
43806.000,"F","F","F","F","F","F","F","T","F"
43806.000,"F","F","F","F","F","F","F","T","F"
80634.000,"T","F","F","F","F","F","F","F","F"
75591.000,"F","F","T","F","F","F","F","F","T"
67659.000,"F","F","F","F","F","T","F","T","T"
68111.000,"F","T","T","F","F","F","F","F","F"
18922.000,"F","F","F","T","F","F","F","T","F"
40693.000,"F","T","F","F","F","F","F","F","F"
20302.000,"T","T","T","T","T","F","T","T","T"
69741.000,"F","F","F","F","F","F","F","F","F"
31693.000,"F","F","F","F","F","F","F","T","F"
3607.000,"F","F","F","F","F","F","F","F","F"
73625.000,"F","T","F","F","F","F","F","F","F"
20750.000,"F","F","F","F","F","F","F","T","T"
95291.000,"F","F","F","F","F","F","F","F","T"
57084.000,"T","T","T","T","T","T","F","F","F"
58373.000,"F","F","F","F","F","F","F","F","F"
38617.000,"F","F","T","F","T","F","F","F","T"
67958.000,"F","F","F","F","F","F","F","T","F"
74426.000,"F","F","F","F","F","F","F","F","F"
70612.000,"F","F","F","F","F","F","F","F","T"
53389.000,"F","F","F","F","F","F","T","F","F"
98687.000,"F","F","T","T","T","T","T","T","T"
7925.000,"F","F","F","F","F","F","F","F","F"
90688.000,"F","F","T","T","T","T","T","T","T"
79405.000,"F","F","F","F","F","F","F","T","F"
79282.000,"F","F","F","F","F","F","F","F","T"
39894.000,"F","T","F","F","F","F","T","T","T"
57864.000,"F","T","T","T","T","F","F","F","F"
76653.000,"F","F","F","T","F","F","F","T","T"
32241.000,"F","F","T","F","F","F","F","F","F"
99455.000,"F","F","F","F","F","F","F","F","T"
83681.000,"F","F","F","F","F","T","T","T","F"
33876.000,"F","F","F","F","F","F","F","T","F"
89481.000,"F","F","F","F","F","F","F","F","F"
38159.000,"F","F","F","F","F","T","T","T","T"
23534.000,"F","F","T","F","F","F","F","F","F"
54806.000,"F","F","F","T","F","F","F","T","F"
3541.000,"F","F","T","F","F","F","F","T","F"
36288.000,"F","T","F","F","F","T","F","F","T"
35657.000,"F","F","T","T","T","T","T","T","T"
92365.000,"F","F","F","F","F","F","T","T","T"
23855.000,"F","F","F","T","F","F","T","F","F"
23264.000,"F","F","F","F","F","F","F","F","T"
61423.000,"F","F","F","F","F","F","T","T","T"
87782.000,"F","F","F","F","F","F","F","T","T"
27448.000,"F","F","F","F","F","F","F","F","F"
3854.000,"F","F","F","F","F","F","F","F","F"
75244.000,"F","F","F","F","F","F","F","T","T"
11947.000,"F","F","F","F","F","F","F","F","F"
75374.000,"T","T","T","T","T","F","F","T","F"
94208.000,"F","T","T","T","T","T","T","T","T"
57163.000,"F","F","F","F","F","F","F","T","T"
43331.000,"F","F","F","F","F","F","F","F","F"
40312.000,"F","F","F","F","F","F","T","F","F"
54217.000,"F","F","F","F","F","F","F","F","T"
94554.000,"F","F","T","T","T","T","T","T","T"
4894.000,"F","F","T","F","F","F","F","F","F"
11998.000,"F","F","F","F","F","F","F","T","F"
20779.000,"F","F","F","F","F","F","T","T","T"
96951.000,"F","F","F","F","F","F","F","F","T"
47677.000,"F","F","F","F","F","F","T","F","F"
31223.000,"F","F","F","F","F","T","F","F","F"
64940.000,"T","T","T","T","T","T","F","T","T"
96411.000,"F","F","F","F","F","F","F","T","T"
42838.000,"F","T","F","F","F","F","F","T","T"
65999.000,"F","F","F","F","F","T","T","T","F"
66320.000,"F","F","F","F","F","F","F","T","F"
84390.000,"F","F","F","F","F","F","F","T","F"
59380.000,"F","F","F","F","F","F","F","F","T"
76002.000,"F","F","F","F","F","T","F","F","F"
81148.000,"F","F","F","T","F","F","F","T","F"
10145.000,"F","F","F","F","F","F","F","F","T"
19702.000,"F","F","F","F","F","F","F","T","T"
78200.000,"T","F","F","T","F","T","T","T","T"
99502.000,"F","F","F","F","F","F","F","F","T"
37526.000,"F","F","F","F","F","F","F","T","F"
16930.000,"T","F","F","F","F","F","F","T","F"
100554.000,"F","F","F","F","F","F","T","F","F"
34097.000,"F","F","F","F","F","F","F","T","F"
97002.000,"F","F","F","F","F","T","T","T","T"
47705.000,"F","F","F","F","F","F","F","F","T"
41698.000,"F","F","F","F","F","F","F","T","F"
46090.000,"F","T","F","F","F","T","T","T","T"
75571.000,"F","F","F","F","T","F","F","F","F"
81544.000,"F","F","F","F","F","F","F","T","T"
76626.000,"F","F","F","F","F","F","F","T","F"
96453.000,"F","F","T","F","F","F","F","F","F"
45842.000,"F","T","F","F","F","F","F","F","F"
11333.000,"F","F","F","F","F","F","F","F","F"
92156.000,"F","T","F","F","F","F","F","F","F"
48606.000,"F","F","T","T","T","T","T","T","T"
59606.000,"T","T","F","F","T","F","F","T","F"
9421.000,"F","F","T","F","F","F","F","F","F"
83195.000,"F","F","F","F","F","F","F","F","F"
84479.000,"T","T","T","F","F","F","F","F","T"
33398.000,"F","F","F","F","F","F","F","T","T"
98949.000,"F","F","F","F","F","F","F","T","T"
42306.000,"F","T","F","F","F","F","F","F","F"
62706.000,"F","F","F","F","F","F","F","T","F"
81604.000,"F","F","F","F","F","F","F","F","F"
54470.000,"F","F","F","T","F","F","F","T","T"
36976.000,"F","F","F","F","F","F","F","T","F"
52390.000,"T","T","T","T","T","F","F","F","F"
19263.000,"F","F","T","F","F","F","F","T","F"
34424.000,"F","F","T","F","F","F","F","T","F"
47083.000,"F","F","F","F","F","F","F","F","F"
55591.000,"F","F","T","F","F","F","F","T","F"
10271.000,"F","F","F","F","F","F","T","F","F"
20233.000,"F","F","F","F","F","F","F","T","F"
33281.000,"F","F","F","F","F","F","F","F","F"
11559.000,"F","F","F","F","F","F","F","T","F"
89332.000,"F","F","F","F","F","F","F","T","F"
56803.000,"F","F","F","F","F","F","T","T","F"
16210.000,"F","F","T","T","T","T","T","T","T"
45229.000,"F","T","T","T","T","T","T","T","T"
35210.000,"F","F","F","F","T","T","T","F","T"
12857.000,"F","F","F","F","F","F","F","F","F"
34314.000,"F","F","F","F","F","F","F","T","T"
82889.000,"F","F","T","F","F","F","T","T","F"
29830.000,"F","F","T","F","F","F","F","F","F"
97364.000,"F","F","T","F","F","F","F","F","F"
38950.000,"F","F","F","F","F","F","F","F","F"
91750.000,"F","F","F","F","F","F","F","F","F"
77625.000,"F","F","F","F","F","T","T","T","T"
19478.000,"F","F","F","F","F","F","F","F","F"
16707.000,"F","F","F","F","F","F","F","T","T"
29339.000,"F","T","F","F","F","F","F","T","F"
52740.000,"F","F","F","F","F","T","T","T","T"
60334.000,"T","T","T","T","T","F","F","F","F"
85009.000,"F","F","F","F","F","F","F","T","F"
54981.000,"T","F","T","T","T","T","T","T","T"
40192.000,"F","F","F","F","F","F","F","F","F"
13061.000,"F","F","F","F","F","F","T","F","F"
90124.000,"F","F","F","F","F","F","F","F","F"
66613.000,"F","F","F","F","F","F","F","F","T"
44550.000,"F","T","F","F","F","F","F","F","F"
44584.000,"F","F","F","F","F","F","T","T","F"
50351.000,"T","T","T","T","T","F","F","T","F"
62584.000,"F","F","F","F","F","F","F","T","F"
32311.000,"F","F","F","F","F","F","F","T","F"
55542.000,"F","F","T","T","T","T","T","T","T"
20354.000,"F","F","F","F","F","F","F","T","T"
95764.000,"F","F","F","F","F","F","F","F","T"
15839.000,"T","F","F","F","F","F","F","F","F"
40809.000,"F","F","F","F","F","F","F","F","T"
41489.000,"F","F","T","F","T","T","T","T","T"
50037.000,"F","T","F","F","F","F","F","F","F"
54459.000,"F","F","F","F","F","F","F","T","T"
59045.000,"F","F","F","F","F","T","T","F","F"
97111.000,"F","F","F","F","F","F","F","T","T"
89948.000,"F","F","F","F","F","F","F","F","F"
96647.000,"T","F","T","F","F","F","T","F","T"
87509.000,"F","F","F","F","F","T","T","T","T"
43541.000,"F","T","F","F","F","F","F","F","T"
93477.000,"T","F","F","F","F","F","F","T","F"
64969.000,"F","F","F","F","F","F","F","T","F"
96817.000,"T","T","T","T","T","F","T","F","T"
12700.000,"F","F","F","F","T","F","F","F","F"
92401.000,"F","T","F","F","F","F","F","F","F"
89757.000,"F","F","F","F","F","F","F","T","F"
21338.000,"F","F","F","T","F","F","F","F","T"
82316.000,"T","T","T","T","T","F","T","F","T"
67660.000,"F","F","F","T","F","F","T","F","F"
91023.000,"F","F","F","F","F","F","F","F","F"
68679.000,"T","T","T","T","T","F","F","F","F"
88724.000,"F","F","T","T","T","T","T","T","T"
6565.000,"F","T","F","F","F","F","F","T","F"
30643.000,"F","F","T","T","T","T","T","T","T"
5821.000,"F","F","F","F","F","F","F","T","T"
75540.000,"F","F","F","F","F","F","F","T","F"
70716.000,"F","F","F","F","F","F","T","F","F"
41502.000,"T","T","F","F","F","T","T","T","T"
91723.000,"T","T","T","T","T","F","F","T","F"
55116.000,"F","F","F","F","F","T","F","T","T"
9058.000,"F","F","F","F","F","F","F","F","F"
30790.000,"T","F","F","F","F","F","F","F","F"
32282.000,"F","F","F","F","F","T","T","T","T"
52404.000,"F","F","T","F","F","F","F","T","F"
66613.000,"F","F","F","F","F","F","F","F","F"
84151.000,"F","F","T","T","T","T","T","T","T"
32713.000,"F","F","F","F","F","F","F","F","T"
63170.000,"F","F","F","T","F","T","F","F","F"
81794.000,"F","T","F","F","F","F","T","T","T"
99023.000,"F","F","F","F","T","F","T","F","F"
69151.000,"F","F","F","F","F","F","F","F","F"
63102.000,"F","F","F","F","T","F","F","F","F"
32560.000,"F","F","F","F","F","F","F","F","F"
31207.000,"F","F","F","F","F","T","T","T","T"
52118.000,"F","F","T","T","T","T","T","T","T"
11485.000,"F","F","F","F","F","F","F","T","F"
90115.000,"F","F","F","F","F","F","F","F","F"
53215.000,"F","T","F","F","F","F","F","F","F"
76138.000,"F","F","F","F","F","F","F","T","F"
54182.000,"F","F","F","F","F","F","F","F","F"
42608.000,"F","F","F","F","F","F","F","F","F"
27495.000,"T","T","F","F","F","F","F","F","F"
91796.000,"T","T","T","T","T","F","F","T","T"
35990.000,"F","F","F","F","F","F","F","F","F"
81051.000,"F","F","F","F","F","F","T","T","F"
65056.000,"T","T","T","T","T","F","F","F","F"
2120.000,"F","F","F","F","F","F","F","F","F"
81118.000,"F","F","F","F","F","F","T","T","F"
49035.000,"F","F","T","F","F","F","T","T","F"
73908.000,"F","F","F","F","F","F","F","F","T"
66762.000,"F","T","F","F","F","F","T","T","F"
78427.000,"F","T","F","F","F","F","T","T","F"
92332.000,"F","F","F","F","F","F","F","F","F"
89108.000,"F","F","F","F","F","F","T","F","T"
92203.000,"F","T","F","F","F","F","F","T","F"
68475.000,"F","T","F","F","F","F","F","F","F"
53154.000,"F","F","F","F","F","F","T","T","T"
65824.000,"F","F","F","F","F","F","F","F","F"
64424.000,"F","T","T","T","T","F","F","T","F"
22106.000,"F","F","F","F","F","T","F","T","T"
38027.000,"F","F","F","F","F","F","F","F","F"
33793.000,"F","F","T","F","F","F","F","F","F"
77000.000,"F","F","F","F","F","F","F","F","F"
77912.000,"F","T","F","F","F","F","T","T","F"
13847.000,"F","F","T","F","F","F","T","T","F"
27605.000,"T","F","F","F","F","T","T","T","T"
1952.000,"F","F","F","F","F","F","T","F","F"
63938.000,"F","F","F","F","F","F","F","F","T"
63623.000,"F","F","F","F","F","F","F","T","T"
1971.000,"F","T","T","T","T","T","T","T","T"
81214.000,"T","T","F","F","F","F","F","F","F"
73111.000,"F","T","F","F","F","T","T","T","T"
24367.000,"F","F","T","T","T","T","T","T","T"
44015.000,"F","F","T","T","T","T","T","T","T"
9956.000,"F","F","F","F","F","F","T","F","F"
64124.000,"F","F","F","F","F","F","F","T","F"
52524.000,"F","F","F","F","F","T","F","F","F"
13663.000,"F","F","F","F","F","F","F","F","F"
57262.000,"F","F","F","F","F","F","F","T","F"
42013.000,"F","F","F","F","F","T","F","T","T"
58554.000,"F","F","F","F","T","F","F","F","F"
19891.000,"F","F","T","T","T","T","T","T","T"
55110.000,"F","F","T","F","F","F","T","F","T"
97381.000,"F","F","F","F","F","F","F","F","F"
98863.000,"F","T","F","F","F","F","F","F","F"
76852.000,"F","F","F","F","F","F","F","T","F"
34593.000,"T","F","F","F","F","F","T","F","T"
24565.000,"F","F","F","F","F","F","F","F","T"
67501.000,"F","F","F","F","F","F","F","F","F"
52823.000,"F","F","F","F","F","F","F","T","F"
81642.000,"F","F","F","F","F","T","T","T","T"
40436.000,"F","F","T","F","F","F","F","F","F"
32075.000,"T","T","T","T","T","F","T","T","F"
13746.000,"F","T","F","F","F","F","T","F","F"
37799.000,"F","F","T","T","T","T","T","T","T"
77771.000,"F","T","F","F","F","F","F","F","F"
76192.000,"F","T","F","F","F","F","F","T","F"
18669.000,"F","F","F","F","F","F","F","F","F"
100298.000,"F","T","F","F","F","F","F","F","F"
1403.000,"F","T","F","F","F","T","T","T","T"
41961.000,"F","F","F","F","F","T","T","T","T"
41961.000,"F","F","F","F","F","T","T","T","T"
97442.000,"F","F","F","F","F","F","F","T","F"
65650.000,"F","T","F","F","F","F","F","F","F"
19516.000,"F","F","F","F","F","F","F","F","F"
65353.000,"F","F","F","F","F","F","F","F","F"
76347.000,"F","F","F","F","F","F","T","F","F"
77967.000,"F","F","F","F","F","F","F","T","T"
29725.000,"F","T","F","F","T","F","F","F","F"
91072.000,"F","F","T","F","F","F","F","F","F"
78070.000,"T","F","F","F","F","F","F","F","F"
82943.000,"F","F","T","T","T","T","T","T","T"
51138.000,"F","F","F","F","F","F","F","F","F"
76173.000,"F","F","F","F","F","F","T","T","F"
36614.000,"F","F","F","F","F","F","F","T","T"
35777.000,"F","F","F","F","F","F","F","F","F"
97410.000,"F","F","F","F","F","F","F","T","T"
48781.000,"F","F","F","F","F","T","T","T","T"
90077.000,"F","T","F","F","F","F","F","T","T"
46650.000,"F","F","F","F","F","F","F","T","T"
21547.000,"F","T","F","F","F","F","T","T","F"
53025.000,"T","F","T","F","F","F","F","F","T"
49951.000,"F","F","F","F","F","F","F","F","F"
59155.000,"F","F","F","F","F","F","F","F","F"
59393.000,"F","F","F","F","T","T","T","T","T"
29655.000,"F","F","F","F","F","F","F","F","F"
36760.000,"F","F","F","F","F","F","F","T","F"
6508.000,"F","F","F","F","F","F","F","T","T"
78351.000,"F","F","F","T","F","F","F","T","F"
56229.000,"F","F","F","T","F","F","F","T","F"
14405.000,"F","F","T","F","F","F","T","F","F"
14405.000,"F","F","T","F","F","F","T","F","F"
99161.000,"F","F","F","F","F","F","T","T","F"
34254.000,"F","F","F","F","T","F","F","F","F"
64465.000,"F","F","F","F","F","F","F","F","F"
47720.000,"F","F","F","F","F","F","F","T","T"
17629.000,"T","T","T","F","F","F","F","T","T"
63774.000,"F","F","F","F","F","F","F","T","F"
42799.000,"T","F","F","F","F","F","F","T","F"
19921.000,"F","F","F","F","F","F","F","F","F"
38127.000,"F","F","F","F","F","F","F","F","T"
99676.000,"F","F","F","F","F","F","T","T","F"
49373.000,"F","T","T","F","F","F","F","F","F"
58067.000,"F","F","F","F","F","F","F","T","F"
9260.000,"F","F","F","F","F","F","F","F","T"
11996.000,"F","F","F","T","F","F","F","T","F"
84268.000,"F","T","F","F","F","F","F","T","T"
50282.000,"F","F","F","F","F","F","F","F","F"
17441.000,"F","F","T","T","T","T","T","T","T"
61881.000,"F","F","F","F","F","F","T","T","T"
80222.000,"F","F","T","F","F","F","F","F","F"
68131.000,"F","F","F","F","F","F","F","F","F"
30790.000,"F","F","T","T","F","F","F","T","T"
73848.000,"F","F","F","F","F","F","F","T","F"
23329.000,"F","F","F","T","F","F","F","T","F"
97702.000,"F","F","F","F","F","F","F","F","F"
48945.000,"F","T","F","F","F","F","F","F","F"
2950.000,"F","F","F","F","F","F","F","F","F"
29941.000,"F","T","F","F","F","F","F","F","F"
65367.000,"F","F","F","F","F","F","F","T","T"
53160.000,"F","F","F","F","F","F","F","F","T"
10868.000,"F","F","F","F","F","F","F","F","F"
57549.000,"F","F","F","F","F","F","F","F","F"
4749.000,"F","F","F","F","F","T","F","T","T"
70341.000,"F","F","F","F","F","F","T","F","T"
40453.000,"F","F","F","F","T","F","F","T","F"
33077.000,"F","T","T","F","F","F","F","F","T"
5265.000,"F","T","F","F","F","F","F","F","F"
89110.000,"F","F","F","F","F","F","F","F","F"
22086.000,"F","F","F","F","F","T","T","T","T"
64255.000,"F","T","F","F","F","T","F","T","F"
57325.000,"T","T","T","T","T","F","F","F","F"
11550.000,"F","F","T","T","F","F","F","T","T"
48925.000,"F","F","F","F","F","T","F","T","F"
74010.000,"F","F","F","F","F","F","T","F","F"
94578.000,"F","T","T","T","T","T","T","T","T"
1571.000,"F","T","F","F","F","F","T","T","T"
40254.000,"F","F","F","F","F","F","F","T","F"
68826.000,"T","T","T","T","T","F","F","F","F"
67564.000,"F","T","F","F","F","F","F","F","F"
53280.000,"F","F","T","F","F","F","F","T","F"
60418.000,"F","F","T","F","F","F","F","T","T"
28472.000,"F","F","F","F","F","F","F","F","F"
33562.000,"F","F","F","F","F","F","F","F","T"
17418.000,"F","F","F","F","F","F","F","F","T"
83734.000,"F","F","F","F","F","T","F","F","T"
54098.000,"F","F","F","F","F","F","F","F","T"
9026.000,"F","F","F","F","F","F","F","F","T"
15075.000,"T","F","F","F","F","T","T","T","T"
69112.000,"F","F","F","F","F","F","T","F","F"
82201.000,"F","F","F","F","F","F","F","F","T"
26937.000,"F","F","F","F","F","F","F","T","F"
9495.000,"F","F","F","F","F","F","F","T","T"
30852.000,"F","T","F","F","F","F","F","T","T"
5444.000,"F","F","F","F","F","T","F","T","F"
72635.000,"F","F","F","F","F","F","F","T","T"
85935.000,"F","F","F","T","F","F","F","F","F"
24227.000,"F","F","F","F","F","F","F","T","T"
44013.000,"T","F","F","F","F","T","T","T","T"
33962.000,"F","F","F","F","F","F","F","T","T"
6195.000,"F","T","F","F","F","F","F","F","F"
28147.000,"F","F","F","F","F","F","F","F","F"
51753.000,"F","F","F","F","F","F","T","F","F"
69597.000,"F","F","F","F","F","F","F","F","F"
48203.000,"F","F","T","F","T","F","F","T","T"
59317.000,"F","F","T","T","T","T","T","T","T"
64703.000,"T","F","T","F","F","F","F","F","F"
8362.000,"F","F","F","F","F","F","F","F","T"
46653.000,"F","F","F","F","F","F","F","T","F"
70367.000,"F","F","F","F","F","T","T","F","F"
54404.000,"T","F","F","F","F","F","F","T","F"
83922.000,"F","T","T","T","F","F","F","F","F"
86407.000,"F","T","F","F","F","F","F","T","F"
94113.000,"F","F","F","F","F","F","F","F","F"
16289.000,"F","F","F","F","F","F","F","T","F"
4358.000,"F","T","F","F","F","F","F","T","T"
83395.000,"F","F","T","F","F","F","T","F","F"
53462.000,"F","F","F","T","F","F","F","F","F"
86319.000,"F","F","F","F","F","F","F","F","F"
85967.000,"F","T","T","T","T","F","F","F","F"
87663.000,"F","F","T","T","T","T","T","T","T"
16289.000,"F","F","F","F","F","F","F","T","F"
9228.000,"F","F","F","F","F","F","F","T","F"
6346.000,"F","F","F","F","F","F","F","F","T"
89475.000,"F","T","F","F","T","F","F","T","F"
3971.000,"F","F","F","F","F","T","T","F","F"
71431.000,"F","F","F","F","F","F","F","T","F"
45751.000,"F","F","F","F","F","F","F","T","F"
19035.000,"F","F","F","F","F","F","F","T","F"
2147.000,"F","T","F","F","F","F","F","T","F"
86594.000,"F","F","F","F","T","F","F","F","T"
10226.000,"F","T","T","F","F","F","F","T","F"
11021.000,"T","T","T","T","T","F","F","F","T"
57484.000,"F","F","F","F","F","F","F","T","T"
48607.000,"F","F","T","T","T","T","T","T","T"
96087.000,"F","T","F","F","F","F","F","T","F"
100385.000,"F","F","F","F","F","F","F","F","F"
44064.000,"F","F","F","F","F","F","T","T","F"
84553.000,"F","T","F","F","F","F","T","T","F"
17387.000,"F","F","F","F","F","F","F","T","F"
68088.000,"F","F","F","F","F","F","F","T","T"
41794.000,"F","T","F","F","F","F","T","T","F"
41794.000,"F","T","F","F","F","F","T","T","F"
37315.000,"F","F","F","F","F","F","T","F","F"
30081.000,"F","F","F","F","F","F","T","F","T"
50772.000,"F","F","F","F","F","F","F","F","T"
91342.000,"F","F","F","F","F","F","F","T","T"
83762.000,"F","T","F","F","F","F","T","T","T"
88109.000,"F","T","F","F","F","F","F","T","F"
92017.000,"F","F","F","F","F","F","F","F","T"
68475.000,"T","F","F","F","F","F","F","T","F"
46544.000,"F","F","F","F","F","F","F","T","F"
7215.000,"F","F","F","F","F","F","F","T","T"
86544.000,"F","F","F","F","F","F","F","F","F"
58088.000,"F","T","F","F","T","T","T","T","T"
59659.000,"F","F","F","F","F","T","T","T","T"
71668.000,"F","F","F","F","F","F","F","F","F"
6298.000,"F","F","T","F","F","F","F","T","F"
97687.000,"F","F","T","F","F","F","T","F","F"
31945.000,"F","F","F","F","F","T","F","F","F"
30618.000,"F","F","F","F","F","F","F","F","F"
95278.000,"F","F","F","F","F","F","F","F","F"
17886.000,"F","F","F","F","F","F","F","T","T"
46777.000,"F","F","F","F","F","F","F","F","F"
14573.000,"F","F","F","F","F","F","T","T","F"
19407.000,"F","F","T","F","F","F","T","F","T"
47335.000,"F","T","F","F","F","F","F","T","F"
27108.000,"F","T","F","F","F","F","F","T","F"
86943.000,"F","F","F","F","F","F","F","T","F"
30591.000,"F","F","F","F","F","F","F","T","F"
90273.000,"F","F","F","T","F","F","F","T","T"
55852.000,"F","F","F","F","F","F","T","F","F"
38018.000,"F","T","F","F","F","F","F","T","F"
57790.000,"F","F","F","F","F","T","T","T","F"
56385.000,"F","F","F","F","F","T","F","F","F"
32786.000,"F","F","F","F","F","F","F","T","F"
33646.000,"F","F","F","F","F","F","F","F","T"
5953.000,"F","F","F","F","F","T","F","F","F"
36416.000,"F","F","F","F","F","F","F","F","F"
63381.000,"F","F","F","F","F","F","T","T","F"
12153.000,"F","F","F","F","F","F","F","F","T"
72747.000,"F","F","F","F","F","F","F","F","F"
61348.000,"F","F","F","F","F","F","T","F","T"
46069.000,"F","T","F","F","F","F","F","T","F"
47605.000,"F","T","F","F","F","F","F","F","F"
68581.000,"F","F","F","F","F","T","T","T","T"
23901.000,"F","F","F","F","F","F","F","F","F"
58898.000,"F","T","F","F","F","F","F","T","T"
39256.000,"F","F","F","F","F","F","F","F","T"
4619.000,"T","T","F","F","F","F","F","T","F"
74953.000,"F","F","F","F","F","F","T","F","F"
49223.000,"F","F","F","F","F","F","F","T","F"
30094.000,"F","F","F","F","F","F","F","T","T"
8698.000,"F","F","F","F","F","F","T","F","F"
90849.000,"F","F","F","F","F","F","F","T","F"
75354.000,"F","F","F","F","F","F","F","T","F"
5711.000,"F","F","F","F","F","F","F","T","T"
25949.000,"F","T","F","F","T","F","F","T","F"
30174.000,"F","F","F","F","F","F","T","F","F"
75652.000,"F","F","F","F","F","F","T","T","F"
60121.000,"F","F","F","F","F","F","F","F","F"
2905.000,"F","F","F","F","F","F","F","T","F"
37608.000,"F","F","F","F","F","F","F","T","T"
43766.000,"F","F","F","F","F","T","T","T","T"
39387.000,"F","F","F","F","F","F","F","F","F"
2541.000,"F","F","F","F","F","F","F","T","F"
71859.000,"F","F","F","F","T","F","F","F","F"
19574.000,"F","F","T","F","F","F","F","T","F"
66346.000,"F","F","F","F","F","F","T","F","F"
23709.000,"F","F","F","F","F","F","F","T","F"
41018.000,"T","T","F","F","F","F","F","T","F"
23703.000,"F","T","T","F","F","T","F","F","T"
19824.000,"F","F","F","F","F","F","F","F","F"
83761.000,"F","F","F","F","F","F","F","F","F"
20437.000,"F","F","F","F","F","F","F","T","F"
79692.000,"F","F","T","T","T","F","F","T","F"
67137.000,"T","T","T","T","T","F","F","T","F"
89359.000,"F","F","T","T","T","T","T","T","T"
33691.000,"F","F","F","F","F","F","F","F","F"
10967.000,"F","F","T","F","F","F","F","F","F"
48564.000,"F","F","F","F","F","F","F","F","F"
4362.000,"F","F","F","F","F","F","F","F","F"
17892.000,"F","F","F","F","F","F","F","F","F"
81947.000,"F","F","T","F","F","F","F","T","F"
83045.000,"F","T","F","F","F","F","F","T","F"
27313.000,"F","F","T","F","F","F","F","F","F"
44722.000,"F","F","F","F","F","F","F","T","F"
38194.000,"F","F","F","F","F","F","F","F","F"
96502.000,"F","F","F","F","F","T","T","T","T"
82504.000,"F","F","F","F","F","F","F","F","F"
79422.000,"F","T","F","F","F","F","F","T","F"
89980.000,"F","F","F","F","T","F","F","F","F"
68025.000,"T","F","F","F","F","F","T","T","F"
89924.000,"F","F","F","F","T","F","F","F","T"
41157.000,"F","T","F","F","F","F","F","F","F"
15809.000,"F","F","F","F","F","F","F","T","T"
39069.000,"F","F","F","F","F","F","F","T","F"
49406.000,"F","F","F","F","F","F","F","T","T"
74237.000,"F","F","F","T","F","F","F","F","F"
91368.000,"F","F","F","F","F","F","F","T","F"
90036.000,"F","F","F","F","F","F","F","F","F"
83892.000,"F","F","F","F","F","F","F","T","F"
77152.000,"F","T","F","F","F","F","F","F","T"
72502.000,"F","F","F","F","F","F","F","T","F"
38691.000,"F","F","F","F","F","F","F","T","T"
34155.000,"F","T","F","F","F","F","F","F","F"
96728.000,"F","F","F","F","F","T","F","F","F"
78296.000,"F","F","F","F","F","F","F","T","F"
13840.000,"F","T","F","F","F","F","F","T","F"
5675.000,"F","F","F","F","F","F","T","T","T"
86359.000,"F","F","F","F","F","F","F","T","F"
95916.000,"F","T","T","T","T","F","F","T","F"
64439.000,"F","F","F","F","F","T","T","T","T"
83329.000,"T","T","T","T","T","T","T","T","T"
39750.000,"F","T","T","T","T","T","T","T","T"
65530.000,"F","T","T","T","T","T","T","T","T"
66104.000,"F","F","F","F","F","T","T","T","T"
100558.000,"F","T","F","F","F","F","F","T","F"
91332.000,"F","F","F","F","F","F","T","F","T"
20188.000,"F","T","F","F","F","F","F","F","F"
27240.000,"T","T","T","T","T","T","T","T","T"
8680.000,"F","T","F","F","F","F","T","F","F"
29848.000,"T","F","F","F","F","F","F","T","F"
3927.000,"F","F","T","F","F","F","T","F","F"
34323.000,"F","F","F","F","F","F","F","T","F"
34563.000,"T","T","T","T","T","F","F","T","F"
73503.000,"F","F","F","F","F","F","F","F","T"
32104.000,"F","F","T","F","F","F","F","T","T"
37910.000,"F","F","F","F","F","F","F","F","F"
2797.000,"F","F","F","F","F","F","F","F","F"
85501.000,"F","F","T","T","T","T","T","T","T"
87938.000,"F","F","F","F","F","F","F","T","T"
